src,dst
9843,2620
10421,2752
2288,2581
7870,2127
4244,2716
6764,2203
4129,2446
3043,2372
4002,2428
6213,2032
3734,2585
10808,2581
5103,2301
9874,2344
10581,2283
6251,2695
1286,2800
3547,2712
3190,2758
8606,2574
6419,2967
1304,2575
5391,2129
9570,2081
7171,2145
3280,2812
1688,2183
10008,2959
10708,2244
8838,2454
2057,2425
4864,2951
2607,2744
7106,2605
6782,2686
5647,2389
8693,2854
7873,2848
9170,2217
7835,2278
8445,2670
3962,2595
10138,2796
6567,2090
5861,2860
3444,2851
1071,2389
9703,2327
5656,2737
4911,2962
9766,2297
3918,2641
6145,2552
3424,2766
7962,2837
3838,2173
5829,2267
9053,2561
9818,2989
5375,2933
6039,2737
4703,2370
9114,2817
9291,2291
8286,2930
4014,2507
6966,2874
9666,2336
9884,2629
5183,2377
8681,2490
10086,2608
10894,2689
4694,2112
1318,2660
9942,2536
2737,2132
9540,2574
8991,2495
10164,2721
2882,2349
8248,2953
3245,2606
1904,2539
6511,2620
5870,2598
9145,2010
7710,2518
9260,2197
8361,2872
7714,2917
5600,2497
8182,2507
5417,2348
8000,2243
5786,2352
8794,2188
9139,2751
10816,2314
1429,2250
1834,2747
8231,2054
3800,2352
8125,2475
9414,2651
6907,2897
7237,2654
6504,2206
10318,2025
10315,2127
3400,2156
10513,2084
5801,2651
4103,2834
1928,2502
1371,2092
9753,2664
8351,2650
2024,2598
7442,2912
9721,2489
10844,2198
3938,2713
7133,2130
3632,2567
8410,2641
10929,2621
6094,2588
5483,2302
1865,2316
3372,2551
9177,2681
1891,2315
7786,2551
6348,2592
5527,2435
5030,2739
7550,2968
8006,2379
1320,2169
2075,2144
3856,2012
5584,2006
4896,2099
9822,2447
1430,2143
4576,2379
1519,2394
9088,2620
5363,2887
4969,2098
7106,2975
5262,2008
7089,2749
2870,2653
1135,2195
5742,2917
5542,2388
2489,2135
6141,2200
7716,2823
6759,2944
7432,2178
6316,2829
10358,2150
2160,2182
4682,2823
2830,2978
2708,2328
6051,2907
3911,2762
6407,2326
6773,2940
8275,2971
2156,2538
2640,2402
9180,2877
7946,2991
7603,2092
6107,2386
9601,2802
10274,2324
7515,2495
5791,2368
1238,2621
3813,2317
5309,2373
7366,2008
6437,2137
2340,2875
4983,2734
5663,2717
7697,2900
1677,2899
5987,2854
10735,2105
9411,2122
1733,2344
8809,2881
5765,2336
8623,2812
9223,2932
3333,2400
9048,2249
3001,2340
10959,2099
4982,2067
10057,2712
6584,2884
4743,2645
9560,2106
2622,2394
4947,2740
7084,2689
4729,2025
10658,2123
4218,2900
8100,2582
4109,2548
4805,2765
3892,2104
2491,2083
10798,2076
6537,2667
10872,2521
9195,2407
2496,2653
8985,2279
6040,2977
6058,2771
4622,2608
4193,2250
1413,2287
3673,2032
1993,2438
5764,2499
4708,2396
8282,2522
5420,2970
5816,2317
9306,2175
4535,2162
1006,2443
4019,2287
7441,2014
2128,2445
8715,2235
7731,2672
8739,2501
8768,2803
5641,2450
10712,2055
7891,2358
2993,2045
8952,2617
4863,2430
5484,2555
3258,2219
9701,2754
7496,2808
8262,2446
3113,2950
7708,2964
5528,2294
2601,2431
10879,2195
4712,2850
5989,2980
6492,2643
10842,2253
8464,2536
3025,2418
3975,2750
5414,2897
4813,2058
10073,2087
7145,2745
5613,2027
8870,2685
2117,2548
10699,2802
8166,2997
4511,2506
8418,2380
3884,2446
7100,2720
9938,2438
5763,2206
1057,2178
6767,2481
1401,2579
5723,2183
6196,2480
10493,2494
2730,2565
1091,2100
6711,2145
5899,2505
8616,2981
3432,2152
6683,2284
9669,2444
10914,2947
1535,2249
7215,2593
5866,2215
5822,2454
1933,2518
7790,2869
9832,2446
8161,2904
9212,2536
4005,2347
7252,2887
3343,2497
3998,2965
9631,2767
5518,2448
8967,2495
1607,2359
6220,2331
6529,2264
9750,2776
5498,2973
5621,2089
10028,2343
2054,2705
9504,2025
10406,2474
2912,2720
8392,2889
10085,2647
6435,2164
2671,2218
4761,2094
3211,2809
5325,2728
4962,2177
2851,2068
8121,2953
9373,2815
5038,2860
6697,2399
10256,2525
9052,2712
3653,2738
5947,2393
8512,2246
7112,2027
10173,2346
1645,2612
4898,2269
3611,2891
7209,2623
2409,2311
1781,2365
10362,2238
6403,2263
6601,2963
5998,2487
9225,2518
8046,2536
9151,2591
5864,2662
2677,2037
9747,2366
4677,2863
9070,2167
2596,2968
1849,2012
6126,2900
1521,2621
9459,2027
8152,2174
10915,2957
3729,2575
2628,2224
7129,2711
2520,2766
8657,2025
2137,2356
9954,2387
8039,2157
5987,2807
9651,2726
3640,2471
1530,2766
9232,2592
4519,2043
3276,2630
10711,2816
4049,2736
1486,2572
9900,2105
2749,2884
8683,2165
2146,2426
2657,2510
6992,2370
6584,2775
7331,2454
6393,2587
3824,2224
3901,2961
10009,2191
5573,2955
7632,2838
9342,2322
7092,2655
10156,2550
10494,2319
7809,2795
6793,2443
3523,2039
3703,2856
5466,2055
2205,2800
4949,2317
10991,2394
2956,2505
4205,2419
8534,2423
3667,2916
9532,2967
1584,2302
1093,2354
7577,2901
3598,2592
9629,2297
3260,2301
9237,2456
2302,2002
4976,2803
5718,2652
10280,2829
7185,2205
7176,2599
3662,2698
3719,2045
7825,2520
4365,2632
9364,2091
1308,2290
9691,2822
3648,2408
2061,2610
8505,2490
4737,2036
5483,2946
1609,2306
7818,2492
10980,2460
8943,2094
5379,2409
5644,2148
5262,2469
3584,2182
5253,2997
8036,2036
5117,2049
3892,2482
2234,2367
2282,2061
5573,2059
3535,2530
1468,2218
5171,2792
9908,2204
10324,2770
8663,2856
2427,2517
5580,2090
6647,2761
2764,2469
7898,2687
6128,2475
1845,2142
3507,2073
4029,2601
6001,2421
10324,2768
6282,2941
7162,2461
1774,2528
3804,2604
10390,2670
10075,2948
3663,2269
4373,2823
9231,2061
2667,2136
7818,2423
6012,2745
8357,2504
3453,2371
2458,2495
2805,2273
10067,2343
5001,2239
8332,2269
3771,2799
1157,2241
4598,2302
3723,2695
8401,2233
6581,2963
4474,2051
4927,2953
10311,2338
4541,2507
2228,2963
6407,2468
7062,2425
2921,2616
9342,2069
7973,2857
3731,2210
4907,2976
10376,2531
2160,2171
3344,2950
5978,2903
3982,2602
2944,2950
1454,2272
8971,2412
4955,2913
4543,2266
10201,2190
3860,2374
3400,2801
1470,2924
2241,2635
3312,2877
1281,2206
10873,2150
8761,2764
10123,2927
1999,2527
2623,2583
9689,2054
2585,2913
9881,2740
4054,2763
8298,2465
3518,2246
10624,2210
2616,2882
7921,2197
7735,2132
1747,2745
5421,2626
6665,2782
10964,2138
7798,2931
5383,2801
8811,2749
3397,2941
8705,2340
8233,2030
6216,2186
5982,2041
7563,2113
9595,2809
8076,2308
10634,2065
5119,2973
2472,2910
1091,2091
9270,2961
7180,2923
2853,2927
6177,2048
8642,2942
6859,2291
9912,2075
1481,2685
3483,2536
4930,2217
4881,2685
9992,2705
5601,2031
1062,2949
7406,2098
8312,2382
6932,2919
10468,2777
9457,2624
3404,2065
9607,2059
10109,2159
3268,2461
4671,2077
8261,2048
3757,2426
3779,2954
9185,2042
4615,2286
10967,2409
10377,2683
5406,2360
3150,2291
3028,2419
8852,2441
10528,2665
1031,2955
7122,2229
8194,2752
10913,2045
5798,2614
6443,2979
1158,2557
3467,2542
6840,2470
8060,2674
3694,2215
4630,2803
1947,2832
6569,2769
8157,2622
6850,2356
1658,2666
3313,2787
9059,2849
5664,2436
9752,2092
9014,2120
3295,2363
3961,2407
5578,2671
6216,2996
1996,2244
10333,2363
4815,2606
10940,2796
5471,2128
4937,2272
1491,2011
8947,2240
3383,2502
10341,2075
7543,2100
9046,2263
7425,2352
9533,2367
5312,2811
3234,2614
7919,2981
2446,2653
1186,2748
7588,2578
8870,2145
7406,2857
10256,2561
1211,2336
2187,2488
8957,2134
2321,2239
8220,2084
2887,2688
1397,2868
4413,2105
9137,2339
8091,2926
7058,2883
5930,2500
8429,2840
1180,2117
7930,2535
3334,2130
3086,2102
3255,2115
10143,2367
7950,2409
6435,2482
3777,2142
1939,2839
6219,2277
8412,2407
10542,2175
8739,2138
5480,2254
5075,2258
1960,2727
7535,2200
2608,2803
3261,2013
5071,2197
10909,2164
5842,2518
6321,2944
10655,2977
8994,2749
3933,2120
6291,2889
3642,2592
1382,2290
1088,2399
4953,2967
4477,2384
5616,2286
3439,2360
9329,2999
7202,2203
7103,2584
3021,2688
2705,2544
9685,2397
4024,2486
10647,2643
2026,2836
9961,2001
6234,2847
1281,2865
1266,2167
9346,2283
9264,2612
10524,2615
9427,2388
8877,2810
7514,2037
1302,2712
3804,2977
8402,2322
4149,2549
1613,2288
4431,2642
7988,2382
8067,2512
1194,2855
5304,2969
5725,2709
5653,2558
1087,2832
5835,2783
1396,2730
8585,2113
5045,2545
6251,2796
2301,2559
4644,2506
3584,2844
4694,2146
5224,2423
5888,2047
4912,2919
10881,2723
1157,2995
7346,2352
4048,2620
6542,2203
8999,2628
4041,2514
1716,2958
3778,2597
4294,2060
1388,2763
5181,2474
8892,2444
7761,2756
10591,2975
4729,2513
7304,2743
6623,2236
5666,2113
6898,2840
6618,2584
9895,2084
10323,2108
2201,2498
10869,2024
2324,2289
9384,2131
8096,2134
6785,2104
2360,2745
7872,2498
7802,2501
10443,2721
2992,2485
4842,2510
2844,2284
7290,2055
9042,2943
4067,2572
10354,2462
9427,2543
1397,2012
4401,2145
1342,2573
10710,2788
10464,2728
1097,2381
9764,2433
7302,2784
9109,2835
5750,2299
8650,2048
8273,2638
6414,2821
6916,2653
2686,2597
7589,2390
10996,2785
7485,2094
6219,2760
6498,2140
1026,2326
1756,2135
10330,2048
8993,2583
1260,2869
1569,2189
7983,2768
1417,2356
9297,2018
10147,2999
8321,2915
7562,2865
7274,2958
2618,2726
1758,2987
10720,2572
3338,2130
6406,2978
9745,2418
10812,2733
2120,2015
8437,2521
6529,2786
4079,2347
8464,2736
2606,2725
8721,2790
3461,2943
4216,2821
9819,2711
10360,2839
6239,2746
9649,2386
5132,2034
7016,2184
2747,2915
6704,2870
4623,2525
2432,2529
7283,2455
2706,2547
2027,2129
9542,2374
4888,2896
5850,2992
1047,2349
8675,2794
7241,2259
2180,2439
1839,2987
7781,2086
7298,2633
2146,2012
6021,2989
8160,2138
6147,2366
8121,2142
9981,2866
8850,2391
10879,2650
7446,2556
8636,2071
2195,2006
1782,2436
3979,2993
8586,2820
9458,2694
7081,2833
3824,2185
2438,2015
10785,2639
6135,2172
2816,2874
7258,2735
10816,2099
9431,2391
4622,2851
7990,2121
2068,2680
10365,2464
1692,2732
1619,2570
7285,2486
2635,2937
6843,2782
3615,2003
8515,2231
8651,2205
4453,2354
1910,2921
1362,2990
9707,2318
4775,2031
7139,2372
8785,2132
5623,2109
6270,2916
3788,2612
7837,2236
7286,2740
3279,2334
8411,2649
9394,2827
4216,2232
4498,2461
5189,2950
2345,2597
8680,2971
3572,2207
2518,2982
1939,2034
8343,2480
4379,2647
10315,2406
5179,2905
6316,2240
6837,2151
1137,2620
6744,2998
4081,2265
5775,2593
6124,2881
2119,2765
7739,2936
4281,2058
10127,2254
3174,2888
6380,2371
6557,2174
9244,2839
3147,2727
3473,2614
8629,2004
6291,2049
1001,2313
4201,2578
8308,2091
7533,2457
3616,2405
10021,2132
10398,2353
2433,2218
3438,2874
6611,2146
10705,2134
7131,2267
2188,2474
8037,2011
3972,2439
5473,2492
3988,2216
10728,2844
9632,2502
4412,2793
10841,2362
4101,2137
4005,2873
9099,2498
2483,2237
8111,2789
8033,2549
3359,2890
2542,2289
2631,2537
9320,2436
4720,2395
7800,2552
9581,2264
5211,2185
8015,2742
3264,2717
3040,2144
10431,2572
1064,2550
3039,2402
6052,2930
5674,2224
4957,2909
2170,2862
8334,2638
1493,2696
1701,2939
3155,2968
3116,2086
7178,2174
6998,2917
3070,2079
8373,2982
2268,2820
3214,2525
9561,2611
10823,2254
5738,2159
2157,2079
2250,2917
5190,2594
4584,2504
4848,2709
5146,2343
4747,2353
9257,2598
5648,2019
5695,2444
4824,2485
5292,2703
10552,2305
1016,2836
9035,2524
5007,2988
8747,2729
3200,2885
9805,2519
2895,2586
9376,2654
2548,2812
4500,2058
4369,2050
6623,2360
10138,2683
2447,2823
4028,2526
8080,2314
3643,2904
4157,2542
4815,2307
1340,2684
6069,2576
9584,2095
9005,2023
8811,2543
9926,2227
2198,2756
10468,2594
5219,2719
7722,2589
3938,2857
2912,2153
7192,2645
1537,2539
4465,2180
9729,2574
4493,2598
9628,2765
7919,2738
1314,2477
2305,2181
9634,2474
9074,2733
5657,2541
6314,2992
8171,2912
10957,2399
6963,2573
2303,2590
6193,2039
7686,2037
5331,2022
1293,2456
10251,2322
7553,2438
10648,2997
7372,2017
4979,2587
8078,2186
5670,2133
10483,2044
9248,2809
1529,2975
4675,2139
7695,2212
2297,2899
6389,2511
7588,2766
6741,2843
6232,2198
6984,2044
4526,2166
8452,2948
6761,2647
9854,2814
4559,2885
1375,2202
4406,2167
9100,2339
7716,2631
8056,2862
2263,2848
7906,2005
6601,2327
7394,2773
5674,2760
4098,2603
9591,2987
5760,2263
9322,2427
1376,2290
6028,2724
7401,2011
3733,2021
4527,2337
4498,2075
3292,2437
7186,2874
5528,2039
2922,2405
10400,2397
4358,2619
1890,2120
4035,2104
7619,2413
9969,2316
8359,2609
3133,2237
10323,2869
9545,2342
10053,2133
7423,2530
9651,2629
8904,2344
1517,2041
9012,2114
2399,2454
5555,2814
1473,2362
10462,2021
9607,2989
3369,2002
3671,2455
6711,2448
1079,2495
6719,2219
8930,2784
8070,2325
4254,2072
10734,2726
8264,2132
1050,2791
6840,2618
9102,2489
2043,2403
4752,2569
3341,2692
1581,2290
10521,2817
3892,2946
10173,2472
2583,2714
9636,2486
3903,2256
8079,2724
1569,2459
4931,2080
7423,2385
5079,2793
9931,2089
1294,2309
8378,2122
5767,2689
1564,2945
6915,2095
6186,2845
4876,2726
5025,2137
3327,2247
8400,2085
10955,2980
4102,2405
2485,2269
5810,2666
9902,2446
8201,2334
3404,2925
2673,2372
7425,2383
9038,2973
9998,2500
4344,2901
8195,2160
5083,2278
10488,2650
9554,2137
5412,2094
5743,2167
7617,2380
10022,2836
8560,2412
6980,2219
8444,2429
6991,2467
2069,2119
5836,2844
1461,2674
5091,2364
7303,2133
7616,2676
5529,2402
4863,2649
6222,2860
10516,2645
10375,2083
1379,2894
8430,2510
4862,2749
2175,2258
10292,2430
2876,2487
3132,2447
1453,2599
10444,2080
2118,2435
8612,2731
1592,2822
5812,2731
10895,2530
10692,2632
6875,2874
5706,2665
9363,2734
6851,2304
9348,2122
4111,2223
2796,2314
10162,2790
10737,2577
5031,2757
2984,2166
4205,2205
1850,2062
7560,2514
1427,2378
6949,2634
4974,2567
1653,2673
9703,2691
10830,2630
7984,2481
1736,2211
8532,2303
8250,2422
10689,2280
5572,2674
2747,2321
5771,2711
4456,2038
8702,2651
4506,2596
8820,2245
10561,2731
7004,2963
3082,2085
7260,2628
7906,2743
6287,2213
1392,2160
9746,2797
7393,2538
6985,2127
8224,2278
10929,2057
2215,2675
7359,2593
8249,2145
6134,2731
3423,2480
10715,2675
4092,2318
5962,2982
2386,2251
8522,2816
10287,2282
8051,2729
8057,2823
5269,2192
5467,2793
4204,2397
7905,2694
10642,2429
9880,2758
8774,2076
4728,2907
6062,2649
9903,2934
7239,2067
10264,2042
6740,2179
7455,2116
8699,2696
2557,2626
3682,2413
10148,2899
4152,2309
2551,2248
5938,2781
1878,2510
7089,2556
3978,2246
6471,2769
9983,2751
3323,2596
8178,2117
3292,2279
9132,2334
1832,2770
6967,2095
10623,2150
4112,2612
10494,2040
10452,2822
4557,2422
7473,2133
4186,2765
1907,2321
10804,2845
8859,2628
1869,2092
4290,2457
5984,2491
7667,2251
2929,2389
8586,2611
6478,2380
7659,2504
2922,2695
7481,2651
4195,2416
6161,2067
3566,2307
10232,2608
3336,2097
1435,2350
4829,2193
2798,2126
9161,2553
6463,2592
3872,2618
9548,2155
5618,2385
3604,2283
3525,2914
1853,2226
9016,2046
1101,2446
3625,2007
10191,2786
6068,2203
10066,2164
1255,2991
4297,2005
1645,2967
6223,2639
3334,2850
9903,2511
3671,2536
8536,2582
5402,2527
3486,2101
1173,2586
9273,2987
8355,2541
8400,2272
8651,2953
8589,2157
4765,2662
6314,2539
10259,2373
5707,2371
1555,2169
2938,2007
5062,2780
7142,2095
1413,2009
4775,2195
6970,2421
5060,2706
1709,2784
9428,2389
4330,2492
2338,2877
6334,2592
3342,2275
8787,2087
2909,2348
10692,2869
4053,2824
3291,2535
7498,2385
6327,2344
9684,2308
1677,2581
7286,2456
8129,2752
7572,2023
6321,2018
1097,2649
1982,2168
4555,2103
5396,2287
5039,2632
4711,2723
2268,2510
10677,2783
4853,2618
4217,2361
6837,2136
7039,2112
1463,2441
2565,2399
7581,2842
9271,2614
4746,2891
10813,2169
7164,2550
10298,2397
1833,2149
9694,2175
5908,2603
8828,2077
8498,2006
9469,2310
7053,2063
2508,2063
6153,2486
3267,2402
5762,2926
5737,2486
6280,2814
10701,2850
2528,2328
7269,2523
2899,2264
4532,2759
6370,2100
8102,2130
3766,2158
3882,2390
4337,2840
1440,2126
1644,2674
3879,2274
1080,2411
5906,2342
8115,2119
7040,2780
7162,2758
8095,2524
2681,2207
8331,2379
10767,2281
10064,2350
9548,2191
9269,2210
8391,2757
10760,2505
8009,2093
7253,2588
2857,2881
4111,2250
10208,2082
7923,2061
7540,2646
9358,2623
3565,2549
10820,2739
2117,2536
1687,2766
8063,2242
10717,2938
8006,2178
3496,2468
5778,2000
10754,3000
5454,2746
1268,2320
2560,2655
8494,2313
9023,2158
4469,2173
3416,2383
9599,2771
4003,2305
10500,2348
2263,2867
2887,2571
2843,2221
6086,2779
6532,2735
10950,2302
4916,2229
2834,2801
6242,2650
5355,2212
10641,2380
8329,2583
5663,2737
3548,2609
7549,2221
8007,2931
3640,2872
10523,2135
5600,2562
3853,2367
1956,2691
3590,2181
10162,2200
2345,2622
2237,2169
1349,2607
7366,2139
3039,2143
9613,2148
7585,2050
2002,2187
3092,2051
3369,2757
1424,2065
6591,2753
10032,2602
7137,2674
8561,2034
3683,2206
9721,2182
1192,2834
6245,2473
1726,2429
2970,2273
10153,2661
9446,2849
7652,2263
1897,2168
2420,2269
8111,2655
1660,2682
10334,2009
8384,2715
9498,2642
2312,2246
9384,2709
1949,2172
1532,2300
6725,2516
8865,2182
9695,2469
10467,2527
10695,2290
9419,2840
6330,2463
4043,2438
7325,2191
4582,2406
9204,2962
4925,2586
3397,2805
4728,2520
1621,2717
7860,2105
5683,2694
3320,2267
7253,2851
10520,2508
6851,2820
6283,2409
6918,2889
6079,2699
10268,2680
10669,2462
7170,2362
9821,2997
5839,2197
4011,2065
8665,2674
4450,2334
1877,2315
4268,2643
8730,2570
10404,2851
4967,2405
2186,2793
3866,2287
6177,2241
3900,2814
7992,2502
3957,2101
5829,2430
6902,2371
2353,2663
10282,2512
9911,2072
3211,2727
9496,2331
4449,2607
3192,2259
7629,2061
1270,2870
5304,2626
8696,2099
6795,2410
4795,2606
6452,2408
8626,2864
5880,2303
3864,2834
1830,2954
4030,2916
8427,2760
5066,2204
7305,2238
10277,2880
1967,2712
9608,2718
9118,2428
4727,2971
4586,2880
1063,2696
6265,2589
3225,2716
9240,2146
10422,2418
10664,2460
1945,2109
4695,2609
1651,2043
1992,2670
1982,2820
1475,2514
5302,2142
7680,2476
2218,2821
8559,2078
9514,2392
4948,2648
4085,2704
3802,2383
2718,2082
3119,2985
7362,2185
3880,2469
9052,2404
10516,2246
2671,2608
10272,2384
10936,2259
2620,2490
8843,2770
9770,2526
7766,2213
8975,2398
8855,2352
6154,2217
10959,2147
1465,2878
3026,2012
2425,2212
6561,2317
7196,2766
5961,2712
2704,2441
9706,2620
7687,2396
8861,2335
2994,2220
2338,2801
9122,2756
9060,2659
6192,2060
10299,2548
6376,2098
3149,2416
8161,2859
1101,2791
7654,2633
7466,2772
10723,2206
9958,2138
10222,2949
2631,2078
1266,2182
6170,2726
3418,2816
3310,2367
10915,2136
5881,2520
7776,2450
6584,2050
9385,2192
2393,2760
4654,2550
2826,2613
5035,2379
2819,2266
6552,2822
9143,2294
3767,2167
10611,3000
2835,2442
8273,2144
8043,2399
2479,2303
6329,2411
6006,2299
6444,2479
5862,2685
4258,2621
4596,2628
7616,2276
10733,2701
8315,2862
7546,2233
6523,2085
6725,2929
10713,2618
8533,2084
2866,2928
7405,2619
3645,2649
4744,2426
6168,2566
7121,2515
4421,2297
9946,2342
2536,2706
3089,2029
8804,2833
3078,2886
5588,2206
5681,2615
5897,2339
8100,2719
4441,2641
8469,2450
8986,2842
8168,2173
2306,2907
6211,2009
5571,2966
9249,2608
3387,2997
3564,2003
8309,2917
4071,2329
5464,2516
5889,2986
7453,2225
2766,2822
4499,2909
8236,2842
5436,2223
6527,2451
5839,2827
3286,2112
3797,2783
4882,2555
10341,2800
5183,2652
1405,2902
3461,2158
2832,2748
7281,2079
1495,2947
1746,2368
9066,2745
2624,2260
8166,2054
8460,2379
4127,2174
6752,2750
3943,2532
7405,2478
10248,2230
1851,2690
7592,2169
8431,2104
3035,2913
7363,2804
9638,2609
9788,2754
5820,2129
4318,2287
10877,2124
8485,2901
2851,2524
10762,2740
5371,2221
3250,2205
10535,2322
7400,2551
9971,2307
9594,2943
9919,2687
4194,2838
8367,2458
1015,2986
1064,2244
6873,2736
2184,2259
3185,2779
4191,2063
1728,2237
4769,2272
4145,2551
9173,2549
8540,2298
10188,2402
7211,2209
1052,2943
1585,2879
6889,2259
7608,2723
6495,2843
8072,2127
9932,2883
7729,2308
1962,2434
10560,2888
2683,2432
7109,2030
3291,2659
4850,2215
3818,2630
9193,2654
3888,2373
8453,2840
8139,2380
1140,2512
2367,2158
10011,2548
1468,2185
3794,2390
3756,2901
10028,2449
9513,2779
5262,2126
6997,2787
4539,2142
3366,2990
10496,2536
2738,2609
8726,2866
7723,2304
8087,2275
5388,2411
3782,2362
1966,2262
8059,2648
8493,2245
7045,2667
9493,2462
7000,2847
8855,2276
2656,2314
6827,2097
7895,2888
10174,2016
4225,2214
5342,2307
10259,2282
2613,2054
1512,2481
8189,2250
7367,2572
7592,2738
9397,2701
5307,2327
2942,2183
1919,2434
5315,2114
4843,2664
5437,2153
9887,2367
8295,2457
5799,2397
1472,2208
5383,2659
1883,2726
2879,2027
9226,2717
1834,2065
8612,2855
3852,2106
5869,2846
9478,2420
4967,2010
7801,2242
5735,2594
9812,2525
3281,2385
8908,2694
3742,2807
7924,2287
9773,2268
2995,2165
8304,2798
7171,2182
4210,2331
10378,2596
8049,2956
9282,2961
6308,2995
6042,2500
1989,2210
10614,2575
7477,2186
6307,2579
10500,2148
8142,2947
5770,2294
7777,2688
2531,2003
4922,2565
8460,2348
8323,2441
3072,2477
3207,2503
8067,2608
10879,2263
3811,2678
8006,2304
5489,2528
6448,2039
2350,2471
5287,2272
5018,2873
9288,2285
6577,2017
5867,2440
7442,2713
9500,2315
7204,2018
9987,2532
10732,2060
8389,2252
2353,2409
3727,2293
2047,2165
6891,2872
2430,2864
4690,2208
9439,2373
5121,2831
10696,2266
10832,2678
4372,2027
9080,2754
9332,2209
2860,2730
8212,2956
6876,2697
6379,2086
10904,2364
4495,2554
10361,2760
3265,2940
5040,2610
5713,2785
9827,2388
6780,2986
9428,2064
5277,2411
4920,2175
3319,2283
10203,2533
4474,2151
9540,2162
10339,2395
2804,2994
1030,2958
9137,2615
7784,2495
6596,2566
8618,2992
6509,2707
1160,2301
1488,2816
5295,2941
6639,2869
3090,2866
1827,2806
8378,2039
7292,2950
1603,2373
4557,2989
10367,2124
5049,2668
4202,2749
1026,2939
2591,2715
5126,2196
9835,2364
7475,2436
3039,2102
5117,2413
3001,2525
6508,2839
6115,2333
7277,2112
9534,2324
8687,2644
1405,2453
10995,2064
2897,2265
5305,2166
9089,2580
10606,2992
6710,2473
6450,2774
4235,2022
2963,2646
4035,2897
5399,2394
7309,2848
2374,2951
5032,2922
6989,2432
4813,2240
6035,2893
10661,2984
3601,2137
7981,2533
2319,2740
6639,2528
2749,2154
1265,2066
6842,2843
1612,2968
8183,2931
1091,2992
9629,2400
5529,2136
7430,2399
10379,2691
3077,2719
10520,2496
2418,2363
6708,2740
5454,2946
2116,2515
10759,2441
6743,2330
4610,2345
3485,2360
8407,2639
2329,2372
3189,2548
2185,2073
8772,2495
6331,2834
7957,2564
9354,2996
4099,2845
10860,2588
1643,2388
4496,2209
1333,2706
4433,2095
9059,2119
9921,2103
3551,2688
6494,2718
4888,2381
2877,2699
8538,2507
9722,2787
3012,2213
9200,2325
4554,2041
4928,2088
1071,2157
4034,2530
4773,2643
8361,2248
1045,2142
3274,2662
6849,2239
3306,2609
1472,2470
2793,2577
5125,2297
2447,2208
2748,2164
10381,2620
10733,2713
1057,2803
8422,2317
4252,2853
4228,2069
4033,2595
2727,2506
3749,2836
6610,2594
9476,2061
6518,2292
2005,2150
6626,2554
9048,2245
9915,2505
1595,2120
10343,2339
7257,2460
7919,2513
7073,2407
7930,2699
3975,2660
8872,2216
6636,2334
9317,2960
6031,2878
7731,2000
8825,2087
9772,2088
10376,2636
7565,2312
5915,2952
5245,2989
10832,2527
4183,2508
1713,2239
5829,2801
3486,2045
8491,2717
9131,2563
2781,2685
1548,2757
8928,2382
4300,2494
6382,2032
5215,2273
3583,2694
3101,2449
2963,2513
2709,2009
9770,2706
1358,2033
2479,2998
10294,2585
1562,2975
8270,2849
3757,2226
8862,2393
9327,2944
10499,2723
3510,2467
1755,2374
1150,2925
2798,2089
7050,2435
2733,2845
5013,2294
5274,2973
5040,2294
1990,2997
5875,2269
6816,2041
5022,2643
10318,2883
4246,2982
10164,2604
8324,2143
8135,2668
5134,2025
6883,2892
1714,2192
3100,2467
10905,2529
10483,2963
3652,2062
5362,2891
8110,2535
3755,2028
7354,2816
5179,2529
7326,2688
7806,2349
7183,2601
3581,2316
1415,2751
7636,2549
8371,2027
3514,2469
6378,2049
3468,2719
6443,2258
5983,2815
10583,2851
7978,2954
7464,2590
9395,2792
9038,2036
10514,2459
7480,2167
2725,2004
5944,2904
10190,2270
5696,2676
1150,2819
9220,2579
3093,2481
3014,2335
1439,2903
9759,2146
10105,2236
1036,2937
7906,2833
5610,2304
8810,2344
8081,2987
8075,2580
6011,2161
1539,2875
3375,2080
2137,2713
4239,2643
5192,2482
7472,2650
3858,2576
3913,2293
7191,2817
2835,2742
2292,2838
5757,2224
4957,2115
3250,2453
4631,2168
5056,2011
3702,2930
5854,2043
10925,2607
4144,2112
4632,2247
8143,2295
1869,2425
2476,2140
7628,2119
9881,2546
4132,2140
7726,2586
7717,2955
8600,2889
3894,2769
1594,2628
2594,2230
1126,2278
3318,2858
5581,2236
9472,2796
1538,2071
4355,2353
4711,2343
7626,2153
7145,2944
4866,2053
2854,2109
6897,2094
2161,2667
6143,2091
4177,2814
9535,2206
4472,2417
10096,2303
2459,2112
6309,2600
10290,2588
1201,2335
10714,2951
2655,2230
4786,2573
10226,2954
1795,2273
10548,2952
10849,2889
5682,2307
10119,2513
10174,2365
6687,2453
10642,2740
4774,2690
3846,2139
8397,2183
3439,2535
3913,2019
5953,2761
3878,2299
2106,2381
5939,2377
2472,2500
7127,2227
1631,2086
3431,2207
2754,2153
10843,2702
3500,2416
7208,2697
5441,2590
4999,2104
3803,2336
3906,2289
6454,2751
4415,2903
4700,2720
5663,2719
8990,2676
3165,2268
9792,2978
9058,2861
5573,2324
10914,2058
6802,2017
9827,2253
7616,2355
4353,2807
3809,2229
8175,2590
3445,2364
7094,2435
9630,2177
8370,2695
2466,2700
6851,2504
4420,2465
6941,2049
1086,2086
6571,2155
2263,2886
7470,2526
8622,2895
2154,2463
7769,2822
